Timestamp,UserID,Customer Name,Area Pincode,Distance from Nearest Postal Service,Time Slot,Traffic Pattern,Region,Success Indicator,User Rating
2024-04-01 00:00:00.000000000,UID000053,Wayne Owens,700011,7.0,15:00-16:00,Light,Central,1,4
2024-04-01 00:00:00.000000000,UID000054,Taylor Reeves,700005,4.0,10:00-11:00,Light,Central,0,0
2024-04-01 00:00:00.000000000,UID000055,Jessica Phillips,700014,4.0,10:00-11:00,Light,North,1,2
2024-04-01 00:00:00.000000000,UID000056,Nicole Beltran DDS,700019,6.5,14:00-15:00,Moderate,North,0,0
2024-04-01 00:00:00.000000000,UID000057,Terri Miller,700020,4.5,17:00-18:00,Moderate,West,0,0
2024-04-01 00:00:00.000000000,UID000058,Miss Jamie Tyler,700012,4.0,10:00-11:00,Light,South,1,1
2024-04-01 00:00:00.000000000,UID000059,Frances Reyes,700019,6.5,17:00-18:00,Moderate,East,0,0
2024-04-01 00:00:00.000000000,UID000060,Donald Davis,700004,2.5,17:00-18:00,Light,North,1,0
2024-04-01 00:00:00.000000000,UID000061,George Washington,700020,4.5,17:00-18:00,Moderate,Central,1,2
2024-04-01 00:00:00.000000000,UID000062,James Williams,700018,6.0,12:00-13:00,Moderate,East,0,0
2024-04-01 00:00:00.000000000,UID000063,Angela Mora,700007,5.5,15:00-16:00,Light,East,0,0
2024-04-01 00:00:00.000000000,UID000064,Duane Morgan,700016,5.0,12:00-13:00,Moderate,East,0,0
2024-04-01 00:00:00.000000000,UID000065,Michael Farmer,700002,2.5,15:00-16:00,Light,Central,1,1
2024-04-01 00:00:00.000000000,UID000066,James Thompson,700015,4.5,13:00-14:00,Light,East,1,5
2024-04-01 00:00:00.000000000,UID000067,Gabriel Lara,700011,7.0,12:00-13:00,Light,Central,1,5
2024-04-01 00:00:00.000000000,UID000068,Billy Munoz MD,700010,2.0,17:00-18:00,Moderate,West,1,4
2024-04-01 00:00:00.000000000,UID000069,Jerry Thomas,700011,7.0,17:00-18:00,Moderate,West,0,0
2024-04-01 00:00:00.000000000,UID000070,Sarah Petty,700008,3.5,12:00-13:00,Moderate,Central,1,3
2024-04-01 00:00:00.000000000,UID000071,Samuel Johnson,700010,2.0,09:00-10:00,Light,East,1,4
2024-04-01 00:00:00.000000000,UID000072,Roberto Pacheco,700003,2.5,14:00-15:00,Moderate,East,1,3
2024-04-01 00:00:00.000000000,UID000073,Michael Gonzalez,700004,2.5,15:00-16:00,Light,East,0,0
2024-04-01 00:00:00.000000000,UID000074,Jerry Gordon,700008,3.5,12:00-13:00,Moderate,East,0,0
2024-04-01 00:00:00.000000000,UID000075,Donald Griffin,700009,6.0,16:00-17:00,Light,West,0,0
2024-04-01 00:00:00.000000000,UID000076,Brittany Miller,700006,5.0,12:00-13:00,Moderate,Central,1,3
2024-04-01 00:00:00.000000000,UID000077,Whitney Reyes,700013,5.5,09:00-10:00,Moderate,South,0,0
2024-04-01 00:00:00.000000000,UID000078,James Brown,700011,7.0,14:00-15:00,Moderate,North,1,5
2024-04-01 00:00:00.000000000,UID000079,Latoya Ray,700019,6.5,15:00-16:00,Light,South,1,3
2024-04-01 00:00:00.000000000,UID000080,Holly Young,700013,5.5,16:00-17:00,Light,North,0,0
2024-04-01 00:00:00.000000000,UID000081,Dorothy Kim,700014,4.0,10:00-11:00,Light,North,1,2
2024-04-01 00:00:00.000000000,UID000082,Maria Cook,700015,4.5,09:00-10:00,Light,West,1,0
2024-04-01 00:00:00.000000000,UID000083,Mark Schneider,700011,7.0,12:00-13:00,Light,East,0,0
2024-04-01 00:00:00.000000000,UID000084,Charles Martinez,700015,4.5,10:00-11:00,Light,North,1,5
2024-04-01 00:00:00.000000000,UID000085,Erica Cummings,700012,4.0,10:00-11:00,Light,North,1,3
2024-04-01 00:00:00.000000000,UID000086,Chris Bolton,700012,4.0,14:00-15:00,Light,Central,1,3
2024-04-01 00:00:00.000000000,UID000087,Christopher Stephens,700010,2.0,11:00-12:00,Light,East,1,0
2024-04-01 00:00:00.000000000,UID000088,Carla Fowler,700002,2.5,14:00-15:00,Moderate,North,1,1
2024-04-01 00:00:00.000000000,UID000089,John Lane,700015,4.5,13:00-14:00,Light,West,1,1
2024-04-01 00:00:00.000000000,UID000090,Sarah Walters,700011,7.0,12:00-13:00,Light,North,0,0
2024-04-01 00:00:00.000000000,UID000091,Michael Rodriguez,700019,6.5,13:00-14:00,Moderate,South,1,4
2024-04-01 00:00:00.000000000,UID000092,Joel Maldonado,700007,5.5,17:00-18:00,Light,East,1,5
2024-04-01 00:00:00.000000000,UID000093,Gregory Cochran,700001,2.0,11:00-12:00,Light,North,1,5
2024-04-01 00:00:00.000000000,UID000094,Cameron Wilson,700005,4.0,15:00-16:00,Light,North,0,0
2024-04-01 00:00:00.000000000,UID000095,Mr. Kevin Mckinney,700001,2.0,13:00-14:00,Light,North,1,4
2024-04-01 00:00:00.000000000,UID000096,Jason Smith,700014,4.0,16:00-17:00,Moderate,West,1,4
2024-04-01 00:00:00.000000000,UID000097,Jamie Higgins,700014,4.0,17:00-18:00,Moderate,East,0,0
2024-04-01 00:00:00.000000000,UID000098,Calvin Roberts,700011,7.0,13:00-14:00,Moderate,Central,1,0
2024-04-01 00:00:00.000000000,UID000099,Angela Jones,700007,5.5,10:00-11:00,Moderate,East,0,0
2024-04-01 01:39:46.401753088,UID000029,James Berry,700019,6.5,14:00-15:00,Light,West,1,2
2024-04-01 01:42:49.552916224,UID000057,Terri Miller,700020,4.5,11:00-12:00,Moderate,East,1,2
2024-04-01 01:56:37.047119104,UID000055,Jessica Phillips,700014,4.0,15:00-16:00,Light,East,0,0
2024-04-01 02:05:39.020332288,UID000026,Mr. Mark Gonzales,700007,5.5,10:00-11:00,Light,Central,0,0
2024-04-01 02:07:49.405256448,UID000056,Nicole Beltran DDS,700019,6.5,13:00-14:00,Light,West,1,4
2024-04-01 02:16:08.835651072,UID000054,Taylor Reeves,700005,4.0,14:00-15:00,Light,West,1,3
2024-04-01 02:23:30.068857344,UID000033,Kim Gardner,700007,5.5,11:00-12:00,Moderate,South,1,4
2024-04-01 02:27:37.850532352,UID000085,Erica Cummings,700012,4.0,12:00-13:00,Light,South,0,0
2024-04-01 02:44:24.829256960,UID000038,Cynthia Anderson,700019,6.5,14:00-15:00,Moderate,South,1,2
2024-04-01 03:00:26.013629952,UID000069,Jerry Thomas,700011,7.0,15:00-16:00,Light,South,1,3
2024-04-01 03:22:04.492791040,UID000031,Derek Harris,700006,5.0,13:00-14:00,Light,North,0,0
2024-04-01 03:22:18.614835456,UID000099,Angela Jones,700007,5.5,16:00-17:00,Moderate,West,1,0
2024-04-01 03:27:21.081551616,UID000062,James Williams,700018,6.0,09:00-10:00,Light,South,1,1
2024-04-01 03:28:58.478606592,UID000053,Wayne Owens,700011,7.0,17:00-18:00,Moderate,South,1,2
2024-04-01 03:33:56.836881408,UID000046,Michelle Howard,700019,6.5,17:00-18:00,Moderate,South,1,2
2024-04-01 03:37:53.221078784,UID000027,Brian Morales,700013,5.5,12:00-13:00,Moderate,East,0,0
2024-04-01 03:47:45.443868672,UID000063,Angela Mora,700007,5.5,12:00-13:00,Light,West,1,3
2024-04-01 03:58:17.726724864,UID000066,James Thompson,700015,4.5,11:00-12:00,Moderate,West,0,0
2024-04-01 04:10:21.346130944,UID000085,Erica Cummings,700012,4.0,17:00-18:00,Light,South,1,0
2024-04-01 04:22:00.636034560,UID000049,William Salas,700015,4.5,13:00-14:00,Light,West,1,0
2024-04-01 04:30:20.980346112,UID000011,Lynn Adams,700001,2.0,11:00-12:00,Moderate,West,1,1
2024-04-01 04:31:29.369692160,UID000007,Sarah Parsons,700003,2.5,14:00-15:00,Light,Central,1,5
2024-04-01 04:36:32.751299328,UID000094,Cameron Wilson,700005,4.0,09:00-10:00,Moderate,East,1,4
2024-04-01 04:47:30.098034176,UID000026,Mr. Mark Gonzales,700007,5.5,16:00-17:00,Moderate,East,1,1
2024-04-01 04:49:07.795757568,UID000025,Michael Sparks,700003,2.5,13:00-14:00,Moderate,North,1,5
2024-04-01 04:53:13.337120000,UID000080,Holly Young,700013,5.5,11:00-12:00,Light,North,1,3
2024-04-01 04:56:06.084622336,UID000038,Cynthia Anderson,700019,6.5,09:00-10:00,Moderate,North,1,0
2024-04-01 05:01:04.422184448,UID000077,Whitney Reyes,700013,5.5,10:00-11:00,Moderate,South,1,2
2024-04-01 05:02:54.569070592,UID000068,Billy Munoz MD,700010,2.0,09:00-10:00,Moderate,East,1,4
2024-04-01 05:11:07.584984320,UID000087,Christopher Stephens,700010,2.0,16:00-17:00,Light,North,1,4
2024-04-01 05:12:14.746370816,UID000084,Charles Martinez,700015,4.5,16:00-17:00,Moderate,West,1,5
2024-04-01 05:18:15.636387584,UID000013,Linda Waller,700009,6.0,09:00-10:00,Moderate,West,1,2
2024-04-01 05:23:50.976798720,UID000090,Sarah Walters,700011,7.0,12:00-13:00,Light,North,1,1
2024-04-01 06:02:02.971166720,UID000095,Mr. Kevin Mckinney,700001,2.0,13:00-14:00,Moderate,West,1,4
2024-04-01 06:03:20.445590016,UID000016,Julie Sims,700003,2.5,09:00-10:00,Light,Central,1,5
2024-04-01 06:11:35.575941888,UID000022,Mr. Michael Robinson,700006,5.0,15:00-16:00,Light,Central,0,0
2024-04-01 06:24:53.147198464,UID000045,Douglas Murphy,700004,2.5,12:00-13:00,Light,South,1,4
2024-04-01 06:43:59.554408704,UID000044,Barbara Morgan,700019,6.5,14:00-15:00,Light,East,1,2
2024-04-01 06:44:57.327095040,UID000080,Holly Young,700013,5.5,10:00-11:00,Light,East,1,5
2024-04-01 06:52:04.768508672,UID000037,Nicole Diaz,700010,2.0,11:00-12:00,Moderate,North,0,0
2024-04-01 07:06:08.866447104,UID000025,Michael Sparks,700003,2.5,14:00-15:00,Light,North,1,0
2024-04-01 07:15:53.455959552,UID000017,Christina Evans,700010,2.0,11:00-12:00,Moderate,West,1,0
2024-04-01 07:22:14.760538368,UID000000,Kathleen Watkins,700019,6.5,09:00-10:00,Moderate,South,1,4
2024-04-01 07:32:41.504050176,UID000019,Michael Johnson,700003,2.5,11:00-12:00,Light,South,1,2
2024-04-01 07:43:56.229034752,UID000062,James Williams,700018,6.0,09:00-10:00,Moderate,Central,1,4
2024-04-01 07:51:55.173958144,UID000052,Karina Cuevas,700018,6.0,09:00-10:00,Light,Central,1,3
2024-04-01 08:10:07.950193664,UID000077,Whitney Reyes,700013,5.5,16:00-17:00,Moderate,North,1,5
2024-04-01 08:35:02.605874432,UID000039,Richard Simmons,700005,4.0,17:00-18:00,Moderate,South,1,3
2024-04-01 08:40:37.486977024,UID000037,Nicole Diaz,700010,2.0,10:00-11:00,Moderate,East,1,2
2024-04-01 08:44:46.560261888,UID000029,James Berry,700019,6.5,14:00-15:00,Light,South,1,5
2024-04-01 09:28:44.185041920,UID000015,Wanda Foster,700014,4.0,15:00-16:00,Heavy,West,1,4
2024-04-01 09:44:36.329092864,UID000035,Christina Duran,700011,7.0,09:00-10:00,Peak,West,1,3
2024-04-01 09:46:34.206750720,UID000021,Allen Gonzalez,700007,5.5,12:00-13:00,Moderate,Central,1,3
2024-04-01 10:03:29.294036480,UID000059,Frances Reyes,700019,6.5,12:00-13:00,Moderate,South,1,4
2024-04-01 10:05:08.861475840,UID000045,Douglas Murphy,700004,2.5,09:00-10:00,Moderate,West,0,0
2024-04-01 10:06:14.775300608,UID000098,Calvin Roberts,700011,7.0,09:00-10:00,Peak,Central,1,2
2024-04-01 10:14:08.397003520,UID000039,Richard Simmons,700005,4.0,11:00-12:00,Heavy,North,0,0
2024-04-01 10:29:30.706179328,UID000069,Jerry Thomas,700011,7.0,11:00-12:00,Heavy,West,1,3
2024-04-01 10:32:38.874397696,UID000075,Donald Griffin,700009,6.0,13:00-14:00,Peak,South,1,5
2024-04-01 10:35:05.374622976,UID000015,Wanda Foster,700014,4.0,13:00-14:00,Moderate,East,1,3
2024-04-01 10:42:55.745236992,UID000019,Michael Johnson,700003,2.5,14:00-15:00,Heavy,North,1,5
2024-04-01 10:56:41.651515904,UID000033,Kim Gardner,700007,5.5,14:00-15:00,Peak,North,0,0
2024-04-01 11:04:00.806717440,UID000097,Jamie Higgins,700014,4.0,17:00-18:00,Heavy,East,1,0
2024-04-01 11:14:04.528503296,UID000087,Christopher Stephens,700010,2.0,16:00-17:00,Peak,East,1,1
2024-04-01 11:14:14.693396480,UID000048,Betty Harper,700005,4.0,14:00-15:00,Moderate,West,1,0
2024-04-01 11:17:06.210619648,UID000050,Monica Smith,700020,4.5,15:00-16:00,Heavy,East,1,2
2024-04-01 11:20:31.780463360,UID000044,Barbara Morgan,700019,6.5,09:00-10:00,Peak,South,1,2
2024-04-01 11:35:30.592809472,UID000004,John Wilson,700020,4.5,17:00-18:00,Moderate,North,1,2
2024-04-01 11:42:57.045609472,UID000002,Richard Miller,700012,4.0,10:00-11:00,Peak,North,1,5
2024-04-01 11:43:36.119833088,UID000085,Erica Cummings,700012,4.0,09:00-10:00,Heavy,South,1,4
2024-04-01 11:53:53.939580672,UID000051,Stacy Sanchez,700013,5.5,11:00-12:00,Heavy,East,1,2
2024-04-01 12:12:36.589116160,UID000076,Brittany Miller,700006,5.0,14:00-15:00,Moderate,Central,1,4
2024-04-01 12:48:56.530524928,UID000001,Shawn Zuniga,700001,2.0,14:00-15:00,Light,West,1,0
2024-04-01 12:51:48.855361792,UID000029,James Berry,700019,6.5,09:00-10:00,Moderate,East,1,0
2024-04-01 12:54:22.421793792,UID000044,Barbara Morgan,700019,6.5,12:00-13:00,Moderate,East,1,2
2024-04-01 13:02:07.597814528,UID000066,James Thompson,700015,4.5,13:00-14:00,Moderate,Central,1,0
2024-04-01 13:02:36.179931904,UID000032,Thomas Gonzales,700006,5.0,15:00-16:00,Moderate,East,1,3
2024-04-01 13:04:09.396278016,UID000099,Angela Jones,700007,5.5,15:00-16:00,Moderate,South,1,5
2024-04-01 13:04:21.607008768,UID000024,Andrew Hansen,700017,6.0,09:00-10:00,Light,North,0,0
2024-04-01 13:05:58.491177216,UID000090,Sarah Walters,700011,7.0,15:00-16:00,Light,Central,1,2
2024-04-01 13:08:39.473467648,UID000096,Jason Smith,700014,4.0,17:00-18:00,Light,South,0,0
2024-04-01 13:30:28.210307840,UID000021,Allen Gonzalez,700007,5.5,14:00-15:00,Light,West,0,0
2024-04-01 13:34:11.317908224,UID000027,Brian Morales,700013,5.5,11:00-12:00,Light,North,1,4
2024-04-01 14:09:23.971232256,UID000076,Brittany Miller,700006,5.0,17:00-18:00,Moderate,West,1,4
2024-04-01 14:11:03.517580544,UID000067,Gabriel Lara,700011,7.0,10:00-11:00,Light,East,1,0
2024-04-01 14:14:27.130688768,UID000034,Michael Horton,700007,5.5,17:00-18:00,Moderate,West,1,3
2024-04-01 14:27:47.132321792,UID000013,Linda Waller,700009,6.0,17:00-18:00,Light,Central,0,0
2024-04-01 14:31:11.222337024,UID000070,Sarah Petty,700008,3.5,17:00-18:00,Light,East,1,3
2024-04-01 14:49:30.565043456,UID000020,Mackenzie Williams,700005,4.0,17:00-18:00,Moderate,South,1,1
2024-04-01 14:55:37.757866752,UID000063,Angela Mora,700007,5.5,14:00-15:00,Moderate,North,1,5
2024-04-01 14:57:36.405938176,UID000026,Mr. Mark Gonzales,700007,5.5,12:00-13:00,Light,East,1,2
2024-04-01 15:06:32.546287616,UID000041,Kristen Miller,700001,2.0,15:00-16:00,Light,West,1,1
2024-04-01 15:10:55.166079232,UID000048,Betty Harper,700005,4.0,09:00-10:00,Light,West,1,0
2024-04-01 15:11:42.051163904,UID000092,Joel Maldonado,700007,5.5,16:00-17:00,Moderate,Central,1,4
2024-04-01 15:21:04.974652416,UID000061,George Washington,700020,4.5,11:00-12:00,Moderate,North,1,2
2024-04-01 15:26:50.396049920,UID000071,Samuel Johnson,700010,2.0,14:00-15:00,Light,East,1,3
2024-04-01 15:35:35.757804544,UID000016,Julie Sims,700003,2.5,16:00-17:00,Light,West,0,0
2024-04-01 15:41:54.627354880,UID000045,Douglas Murphy,700004,2.5,09:00-10:00,Light,West,1,2
2024-04-01 15:48:16.643130112,UID000023,Eric Parker,700001,2.0,11:00-12:00,Moderate,South,1,5
2024-04-01 16:02:54.086508032,UID000028,Frank Bell,700002,2.5,16:00-17:00,Light,East,0,0
2024-04-01 16:08:11.122277376,UID000053,Wayne Owens,700011,7.0,12:00-13:00,Moderate,West,0,0
2024-04-01 16:26:58.289304576,UID000013,Linda Waller,700009,6.0,12:00-13:00,Moderate,East,1,3
2024-04-01 16:30:13.797594880,UID000056,Nicole Beltran DDS,700019,6.5,12:00-13:00,Moderate,North,0,0
2024-04-01 16:39:56.499391232,UID000017,Christina Evans,700010,2.0,17:00-18:00,Moderate,Central,1,5
2024-04-01 17:08:15.976466944,UID000012,Vincent Doyle,700011,7.0,17:00-18:00,Light,East,1,1
2024-04-01 17:09:07.656223744,UID000003,Anthony Zimmerman,700003,2.5,10:00-11:00,Moderate,South,1,5
2024-04-01 17:12:26.919492608,UID000031,Derek Harris,700006,5.0,13:00-14:00,Light,Central,1,5
2024-04-01 17:12:58.215174912,UID000071,Samuel Johnson,700010,2.0,14:00-15:00,Light,North,1,3
2024-04-01 17:14:27.655408384,UID000029,James Berry,700019,6.5,14:00-15:00,Moderate,East,1,3
2024-04-01 17:19:32.071873024,UID000014,Leslie Allen,700011,7.0,13:00-14:00,Moderate,East,1,2
2024-04-01 17:23:36.258958080,UID000050,Monica Smith,700020,4.5,15:00-16:00,Light,South,1,1
2024-04-01 17:33:00.754864896,UID000005,Raymond Hill,700012,4.0,10:00-11:00,Light,Central,1,1
2024-04-01 17:37:11.483438592,UID000074,Jerry Gordon,700008,3.5,16:00-17:00,Light,West,1,4
2024-04-01 17:41:44.678759168,UID000030,Gabrielle Camacho,700001,2.0,16:00-17:00,Light,North,0,0
2024-04-01 17:57:03.078784512,UID000057,Terri Miller,700020,4.5,16:00-17:00,Light,North,1,3
2024-04-01 18:02:02.366283008,UID000064,Duane Morgan,700016,5.0,13:00-14:00,Moderate,North,1,4
2024-04-01 18:04:09.927113472,UID000008,Kelly Barrett,700018,6.0,14:00-15:00,Light,East,1,3
2024-04-01 18:04:46.498386176,UID000079,Latoya Ray,700019,6.5,15:00-16:00,Moderate,East,0,0
2024-04-01 18:05:52.618079744,UID000090,Sarah Walters,700011,7.0,13:00-14:00,Light,Central,1,3
2024-04-01 18:09:02.193349376,UID000060,Donald Davis,700004,2.5,17:00-18:00,Light,Central,1,5
2024-04-01 18:10:11.330548736,UID000040,Kayla Coleman,700015,4.5,17:00-18:00,Light,North,1,4
2024-04-01 18:10:57.397326592,UID000001,Shawn Zuniga,700001,2.0,10:00-11:00,Light,South,1,5
2024-04-01 18:16:40.875418112,UID000010,Madison Gonzalez,700007,5.5,17:00-18:00,Moderate,West,1,2
2024-04-01 18:50:53.659047680,UID000051,Stacy Sanchez,700013,5.5,17:00-18:00,Light,West,1,3
2024-04-01 19:18:45.415104768,UID000065,Michael Farmer,700002,2.5,10:00-11:00,Moderate,East,0,0
2024-04-01 19:20:13.331310592,UID000083,Mark Schneider,700011,7.0,10:00-11:00,Moderate,Central,1,1
2024-04-01 19:25:05.841355264,UID000007,Sarah Parsons,700003,2.5,13:00-14:00,Light,Central,1,1
2024-04-01 19:25:57.697356288,UID000053,Wayne Owens,700011,7.0,13:00-14:00,Moderate,North,1,5
2024-04-01 19:38:14.469477888,UID000086,Chris Bolton,700012,4.0,15:00-16:00,Light,Central,1,5
2024-04-01 19:38:51.732357120,UID000009,Jason Hernandez,700005,4.0,13:00-14:00,Light,West,1,4
2024-04-01 19:44:51.843690240,UID000015,Wanda Foster,700014,4.0,12:00-13:00,Light,East,1,1
2024-04-01 19:52:30.172311296,UID000093,Gregory Cochran,700001,2.0,10:00-11:00,Light,East,0,0
2024-04-01 20:06:11.521830912,UID000055,Jessica Phillips,700014,4.0,16:00-17:00,Moderate,Central,1,4
2024-04-01 20:13:31.279786240,UID000022,Mr. Michael Robinson,700006,5.0,09:00-10:00,Light,Central,1,5
2024-04-01 20:14:56.948199424,UID000043,Patricia Smith,700013,5.5,14:00-15:00,Moderate,West,1,0
2024-04-01 21:01:53.607031552,UID000095,Mr. Kevin Mckinney,700001,2.0,10:00-11:00,Light,South,0,0
2024-04-01 21:05:18.550038784,UID000049,William Salas,700015,4.5,14:00-15:00,Light,North,1,2
2024-04-01 21:10:42.587417344,UID000042,Nicholas Owens,700005,4.0,16:00-17:00,Moderate,North,1,1
2024-04-01 21:11:15.348551680,UID000081,Dorothy Kim,700014,4.0,17:00-18:00,Light,South,1,0
2024-04-01 21:12:53.972323584,UID000089,John Lane,700015,4.5,11:00-12:00,Light,South,1,5
2024-04-01 21:40:32.058368512,UID000027,Brian Morales,700013,5.5,15:00-16:00,Light,Central,1,1
2024-04-01 21:48:05.195875840,UID000018,Jeremy Ho,700020,4.5,09:00-10:00,Light,East,1,1
2024-04-01 21:49:27.281238784,UID000014,Leslie Allen,700011,7.0,16:00-17:00,Light,North,0,0
2024-04-01 21:52:59.982650880,UID000031,Derek Harris,700006,5.0,17:00-18:00,Light,Central,1,0
2024-04-01 22:01:55.365276160,UID000076,Brittany Miller,700006,5.0,11:00-12:00,Moderate,Central,0,0
2024-04-01 22:04:04.692770560,UID000054,Taylor Reeves,700005,4.0,09:00-10:00,Light,West,1,4
2024-04-01 22:06:00.654005248,UID000084,Charles Martinez,700015,4.5,09:00-10:00,Light,East,1,1
2024-04-01 22:12:06.642725888,UID000068,Billy Munoz MD,700010,2.0,17:00-18:00,Light,Central,0,0
2024-04-01 22:37:50.690544640,UID000085,Erica Cummings,700012,4.0,15:00-16:00,Moderate,South,1,0
